sn_name,z,mu_resid,logMstar,Reff_kpc,stellar_age_Gyr,sSFR,metallicity,morphology,logsSFR,D_reg_proxy,logD_reg_proxy,G_sat_proxy,potential_proxy_logM_over_Reff,age_factor,H0_inferred_proxy
SN_SYN_00000,0.14370227346732184,-0.12616381835565116,10.868363533304146,2.8733176437137877,10.153448807360618,6.865725868355331e-12,8.885789541594795,elliptical,-11.16331354088075,10.528221318693632,1.0223550058744693,0.9998013293382402,10.409979893637772,2.0306897614721238,71.43197536936006
SN_SYN_00001,0.043486774671996895,-0.09112953682553807,10.08873492922798,6.430224971209398,4.344831518530677,6.53521237448923e-11,8.763438915105265,spiral,-10.184740294606756,0.3962519014695453,-0.40202864074706357,0.009997278107471927,9.280508761584372,0.8689663037061355,70.2887473966629
SN_SYN_00002,0.20371697020972007,-0.2361320896994026,11.348578539687791,2.6858408615612426,6.236423306953992,7.5716562049427e-13,8.798870431995264,elliptical,-12.0,23.042573269715156,1.3625309771137644,0.9999913401098588,10.9194982629237,1.2472846613907984,75.14261669960518
SN_SYN_00003,0.138369535709048,0.0009594060003760042,9.724732912720025,4.667430375697878,3.62223969280479,4.8279222564446185e-11,8.633887117252693,spiral,-10.316239731919541,0.2041366850915148,-0.6900789418730642,0.0007107803006060555,9.055655064444007,0.724447938560958,67.370227721412
SN_SYN_00004,0.027888132832302116,0.04592575495149136,8.601771462618403,3.4518409746155014,4.126726625202723,4.0481652906597e-10,8.267015269495449,dwarf,-9.392741763125798,0.023082853136337688,-1.6367105116001281,1.1628343466971413e-07,8.063720682944242,0.8253453250405446,65.989485991095
SN_SYN_00005,0.18979759747031816,-0.18053232263454028,10.848368570181943,4.126190682116637,9.876253610028435,1.7073944794075762e-12,8.954377690673708,elliptical,-11.76766612713521,6.848213768462901,0.8355773084761706,0.9988912107417801,10.232819276191552,1.975250722005687,73.24303989604726
SN_SYN_00006,0.3031294783240097,0.13241725147201,9.437352172534789,5.525133255626228,7.524298483917372,7.481163010759049e-11,9.022479049421015,spiral,-10.126030882096394,0.1596858643746044,-0.7967335265403975,0.00026626261320409906,8.69500941570067,1.5048596967834744,63.41272937398642
SN_SYN_00007,0.1681723008927543,-0.12401951131453896,10.691566543397382,3.9218238479178416,8.946262880001067,3.272621780086247e-12,8.936281339839429,elliptical,-11.485104183605193,4.639551823892187,0.6664760301645195,0.9947585240110662,10.09807846033673,1.7892525760002134,71.36147183267305
SN_SYN_00008,0.007830031911511118,-0.07793145881189367,8.848197263504263,2.835519079059092,5.128830730784642,3.9718001691812465e-10,8.496756892990893,dwarf,-9.401012610026871,0.05897441315537826,-1.2293363720133548,4.954642323240852e-06,8.395564689680796,1.0257661461569285,69.86283229405548
SN_SYN_00009,0.12292179204411466,-0.11056292327287935,9.969293221493286,7.1316675607220334,4.476016952346019,3.0959716219946297e-10,9.081596131608986,spiral,-9.509203028760341,0.2779071718149241,-0.5561002454520023,0.0024372450224260313,9.11610213094804,0.8952033904692038,70.92061307097633
SN_SYN_00010,0.032197342421499096,-0.11589848043703375,10.201166444811443,1.8259601779090904,4.903854133510354,3.583800373811454e-10,8.832961518053787,spiral,-9.445656189569814,1.9915417865497476,0.2991894232121229,0.865653475410559,9.939675142972925,0.9807708267020707,71.09508742848439
SN_SYN_00011,0.037333095201077644,-0.014512824077030112,11.087119759536261,5.64590636386917,9.726680158872632,9.466813373149525e-12,9.060330841197638,elliptical,-11.023796184392102,8.567261871874427,0.932842041999697,0.999547024081253,10.335386088345293,1.9453360317745265,67.85196999315092
SN_SYN_00012,0.10743266581804281,-0.192954962633169,10.858680181094783,5.912337491986868,7.810518802987909,7.274326954482634e-11,8.65978087826615,spiral,-10.138207182888603,4.05647791220691,0.6081491155578572,0.9910639565537451,10.086920964313533,1.5621037605975818,73.66325223570746
SN_SYN_00013,0.03235128193333126,-0.06908846319348744,11.59736867414664,3.9195926559089744,10.207320848793568,3.920207047131825e-12,8.879618121889603,elliptical,-11.406690994956012,41.52803647564286,1.6183413973282061,0.9999991791305249,11.004127738882103,2.0414641697587137,69.57890490875171
SN_SYN_00014,0.10575847319737643,-0.03806968608091362,10.254393157032961,9.709543316238493,7.110480148558848,1.697606690291822e-11,8.717713331513577,spiral,-10.770162921878706,0.5698987987315898,-0.24420225845833593,0.04141718272886194,9.267194353479418,1.4220960297117695,68.5920580559926
SN_SYN_00015,0.005575516881034389,0.10176584153452002,10.962917517081884,4.541931997719322,2.3990426165316387,7.110039253936108e-10,8.85235887647192,spiral,-9.148128001559856,2.610907616505717,0.416791505162047,0.9500844084334692,10.305676889451876,0.4798085233063277,64.31417873156505
SN_SYN_00016,0.3001373390392209,-0.04478542749497868,10.221994856474879,4.223927475457696,8.16470385958347,5.703053817837679e-11,8.922238463677399,spiral,-10.243892530101787,1.3580476202677025,0.13291499885235455,0.5821530515072026,9.596278403691294,1.6329407719166942,68.80452199596434
SN_SYN_00017,0.2629827841049118,-0.06195125468886761,9.043987878575916,2.208222072444403,3.4037207274698336,3.3209656494539793e-10,8.538215221637667,dwarf,-9.47873561652138,0.08562340863193797,-1.0674074870766328,2.2015088645715373e-05,8.699945131988192,0.6807441454939667,69.35058797018365
SN_SYN_00018,0.27796675432090395,-0.0541790325910239,10.697130008764358,1.6811829412856416,9.921660184338712,5.901105986384885e-12,9.007628938301412,elliptical,-11.229066585176497,11.908765906500003,1.0758667583117665,0.9998786274981394,10.4715150341304,1.9843320368677424,69.10280922805039
SN_SYN_00019,0.29402774115731817,-0.02198556778233665,10.413091347847216,4.32406211879812,7.5749654087710505,9.538912014983861e-11,8.676932965877723,spiral,-10.020501157039543,1.9399395273874758,0.28778819213060713,0.8529656443824254,9.777199423514725,1.51499308175421,68.0858729553163
SN_SYN_00020,0.08802763140998039,-0.06999588707448964,10.12524347509784,12.709484615337272,2.5300478359091345,1.6784354628071654e-10,8.498133435856442,spiral,-9.77509535306689,0.1414825135482784,-0.8492972332052469,0.00016409666054770746,9.021115535342673,0.5060095671818269,69.60798690564087
SN_SYN_00021,0.1154443447619112,-0.15006893322583825,10.206706664670811,4.104634611927891,1.8299434066402442,1.496466212472641e-10,8.692994290671171,spiral,-9.824933084304806,0.4078181349735415,-0.38953346579715875,0.01120297165957109,9.59343216170165,0.36598868132804885,72.22269384052564
SN_SYN_00022,0.05708028236954367,-0.048464864585028085,10.265277780103565,5.222922939207526,11.152509266983403,1.1790806707005723e-11,8.993074772878176,elliptical,-10.9284564801962,1.557207481605401,0.19234648161954837,0.7066154428873199,9.547364161948714,2.2305018533966807,68.92120619353626
SN_SYN_00023,0.06723779487992274,-0.1175892680496841,11.01612034850199,6.540806843556202,11.523575378010147,8.846042997809793e-12,8.837015487732423,elliptical,-11.05325095399353,7.191890515099433,0.8568430673444588,0.9990882586791695,10.200489024322831,2.3047150756020294,71.15046621359984
