CID,IDSURVEY,zHD,zHDERR,zCMB,zCMBERR,zHEL,zHELERR,m_b_corr,m_b_corr_err_DIAG,MU_SH0ES,MU_SH0ES_ERR_DIAG,CEPH_DIST,IS_CALIBRATOR,USED_IN_SH0ES_HF,c,cERR,x1,x1ERR,mB,mBERR,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,RA,DEC,HOST_RA,HOST_DEC,HOST_ANGSEP,VPEC,VPECERR,MWEBV,HOST_LOGMASS,HOST_LOGMASS_ERR,PKMJD,PKMJDERR,NDOF,FITCHI2,FITPROB,m_b_corr_err_RAW,m_b_corr_err_VPEC,biasCor_m_b,biasCorErr_m_b,biasCor_m_b_COVSCALE,biasCor_m_b_COVADD,SNID,logMstar,z_use,mu_obs,mu_lcdm_67p4,mu_resid_67p4,mu_resid_centered,H0_proxy_centered,logMstar_proxy,Reff_kpc,stellar_age_Gyr,sigma_v_km_s,sSFR,logsSFR,metallicity,morphology,Reff_kpc_was_missing,stellar_age_Gyr_was_missing,sigma_v_km_s_was_missing,logsSFR_was_missing,metallicity_was_missing,D_MR_age,D_sigma_age,D_hybrid,D_reg,logD_reg,F_fill,G_absorb,G_sat,G_overflow,well_regime
2005ki,64,0.02035,0.00085,0.02066,1e-05,0.01946,1e-05,15.3179,0.185756,34.5709,0.187708,-9.0,0,0,-0.106098,0.030016,-1.61047,0.058424,15.3199,0.0358627,0.0133671,0.000441524,-0.000215251,-1.17261e-06,-1.08128e-05,160.118,9.2023,-999,-999,-9.0,88.401,250,0.0274864,11.0605,0.185,53705.4,0.0855,33,33.6375,0.43643,0.0691,0.0916,0.0401,0.001,1.0,0.003,2005KI,11.0605,0.02035,34.5709,34.81736349719807,-0.2464634971980714,-0.0663167353080442,69.4901491131426,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,9.228898273710051,1.0,3.0379104286025145,3.0379104286025145,0.482574964741666,2.6416612422630563,0.0011126962448795297,0.9988873037551205,0.6207588413412969,overflowing
2005ki,5,0.02035,0.00085,0.02066,1e-05,0.01946,1e-05,15.3126,0.175653,34.5656,0.177716,-9.0,0,0,-0.10876,0.022667,-1.45192,0.030987,15.2853,0.0278073,0.0138001,0.000353441,-0.000197784,1.55868e-06,-6.09675e-06,160.118,9.2023,-999,-999,-9.0,88.401,250,0.0274864,11.0605,0.01,53705.8,0.0554,66,68.1265,0.40476,0.0537,0.0916,0.0424,0.001,1.0,0.003,2005KI,11.0605,0.02035,34.5656,34.81736349719807,-0.2517634971980698,-0.0716167353080425,69.65996366578858,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,9.228898273710051,1.0,3.0379104286025145,3.0379104286025145,0.482574964741666,2.6416612422630563,0.0011126962448795297,0.9988873037551205,0.6207588413412969,overflowing
2005ki,51,0.02035,0.00085,0.02066,1e-05,0.01946,1e-05,15.2401,0.188829,34.4931,0.19075,-9.0,0,0,-0.0723,0.030076,-1.30129,0.11141,15.2668,0.0372815,0.0140378,0.000482023,1.06729e-05,-1.16275e-05,-1.16174e-05,160.118,9.2023,-999,-999,-9.0,88.401,250,0.0274864,11.0605,0.002,53705.4,0.0875,42,17.0605,0.99978,0.0708,0.0916,0.0058,0.001,1.0,0.003,2005KI,11.0605,0.02035,34.4931,34.81736349719807,-0.3242634971980749,-0.1441167353080476,72.02499612663425,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,9.228898273710051,1.0,3.0379104286025145,3.0379104286025145,0.482574964741666,2.6416612422630563,0.0011126962448795297,0.9988873037551205,0.6207588413412969,overflowing
ASASSN-15lg,150,0.02044,0.00085,0.02121,1e-05,0.02015,1e-05,15.4022,0.212886,34.6552,0.214591,-9.0,0,0,-0.082581,0.041039,-1.2315,0.1417,15.425,0.0549926,0.0121341,0.000614594,0.000258455,-1.2384e-05,-2.22849e-05,198.887,3.5007,-999,-999,-9.0,224.978,250,0.0265131,9.66664,0.013,57196.5,0.2988,7,13.0903,0.0699396,0.0856,0.0912,0.0441,0.001,1.0,0.006,ASASSN-15LG,9.66664,0.02044,34.6552,34.82709286078194,-0.1718928607819378,0.0082539011080893,67.14429470960376,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,0.37264033272570973,1.0,0.6104427845683399,0.6104427845683399,-0.21435503525833405,0.5308198126681217,0.9882644607958975,0.011735539204102518,0.0,filling/absorbing
2001dl,57,0.02049,0.00085,0.01983,1e-05,0.02095,1e-05,15.8733,0.374812,35.1263,0.375783,-9.0,0,0,0.20428,0.030512,0.32293,0.10836,16.5718,0.0418086,0.00421985,0.000162494,-0.00104311,-7.91716e-07,-3.52e-06,320.257,9.1807,-999,-999,-9.0,-194.815,250,0.0466905,7.0,-9.0,52131.2,0.0869,41,38.8861,0.56496,0.0795,0.091,0.062,0.016,1.0,0.05,2001DL,7.0,0.02049,35.1263,34.83247983935472,0.2938201606452821,0.4739669225353093,54.183432258971926,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,0.0008028785567810385,1.0,0.028335114030914387,0.028335114030914387,-1.5476750352583335,0.02463922959209947,0.999999999994487,5.5130238426478665e-12,0.0,filling/absorbing
PSNJ1602512,150,0.02052,0.00086,0.02039,0.00013,0.02025,0.00013,15.303,0.33281,34.556,0.333904,-9.0,0,0,0.097168,0.032136,0.34806,0.10388,15.6917,0.0379133,0.00949146,0.000331437,8.0217e-05,-5.80628e-06,-9.27294e-06,240.714,47.2248,-999,-999,-9.0,-37.1359,250,0.0145255,9.81701,0.001,57172.4,0.1017,14,27.6467,0.0158442,0.0715,0.0919,0.0872,0.003,1.0,0.034,PSNJ1602512,9.81701,0.02052,34.556,34.83570581300133,-0.2797058130013354,-0.0995590511113082,70.56213402153506,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,0.5268170947202215,1.0,0.725821727602471,0.725821727602471,-0.13917003525833377,0.6311493283499748,0.9616350059585232,0.038364994041476724,0.0,filling/absorbing
2007st,5,0.02056,0.00085,0.02061,3e-05,0.02113,3e-05,15.1638,0.215471,34.4168,0.217156,-9.0,0,0,0.034066,0.024931,-1.62937,0.052749,15.5024,0.0304686,0.0112988,0.000317073,-0.000146433,1.68668e-06,-5.81418e-06,27.177,-48.6494,-999,-999,-9.0,12.8917,250,0.0141893,10.7947,10.0,54454.2,0.2408,40,65.9283,0.0060603,0.0597,0.0907,-0.0595,0.001,1.0,0.009,2007ST,10.7947,0.02056,34.4168,34.83999989033698,-0.4231998903369813,-0.2430531284469541,75.38249754305058,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,5.004375151129127,1.0,2.237046258728814,2.237046258728814,0.3496749647416667,1.9452576162859252,0.009398512107757884,0.9906014878922421,0.4813622593197332,overflowing
ASASSN-17bs,150,0.02056,0.00085,0.02014,2e-05,0.02039,2e-05,15.3117,0.24804,34.5647,0.249505,-9.0,0,0,0.063357,0.037272,-1.01194,0.15497,15.6594,0.0635451,0.00977787,0.000572271,0.000181858,-9.85814e-06,-1.6491e-05,268.026,21.566,-999,-999,-9.0,-125.067,250,0.0762632,10.0832,0.012,57791.1,0.1937,6,6.1574,0.40579,0.0817,0.0907,-0.0499,0.001,1.0,0.013,ASASSN-17BS,10.0832,0.02056,34.5647,34.83999989033698,-0.2752998903369814,-0.0951531284469542,70.41910843310062,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,0.9724109910206137,1.0,0.9861090958466926,0.9861090958466926,-0.006075035258333762,0.8574861703014719,0.7457839774957402,0.2542160225042598,0.0,near-capacity/saturated
2010A,66,0.02081,0.00085,0.02079,2e-05,0.02159,2e-05,15.2333,0.32934,34.4863,0.330445,-9.0,0,0,0.1036,0.033338,0.48015,0.12751,15.5799,0.0398655,0.0105211,0.000386308,-0.00050572,-1.23461e-05,-1.03642e-05,38.1644,0.6195,-999,-999,-9.0,-6.6815,250,0.0249946,9.92075,0.105,55212.5,0.1182,18,19.7771,0.34551,0.0824,0.0896,0.0446,0.006,1.0,0.035,2010A,9.92075,0.02081,34.4863,34.86665282746203,-0.3803528274620333,-0.2002060655720061,73.90964386878125,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,0.668959551392829,1.0,0.817899541516072,0.817899541516072,-0.08730003525833364,0.7112169926226714,0.9157105733761843,0.08428942662381561,0.0,filling/absorbing
2003W,57,0.02082,0.00085,0.02087,0.0,0.01979,0.0,15.421,0.229315,34.674,0.230899,-9.0,0,0,0.068384,0.022024,-0.008507,0.04343,15.603,0.0355912,0.0102987,0.000337598,-3.85005e-05,-4.76548e-07,-5.69504e-06,146.706,16.0438,-999,-999,-9.0,14.6045,250,0.0411133,10.9327,-9.0,52680.1,0.0428,71,320.998,1.77243e-33,0.0478,0.0896,-0.0831,0.002,1.0,0.014,2003W,10.9327,0.02082,34.674,34.86771237267135,-0.1937123726713494,-0.0135656107813222,67.82237888608826,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,6.876221516361017,1.0,2.622255256998699,2.622255256998699,0.41867496474166666,2.280221962607565,0.00311033539584038,0.9968896646041596,0.5596999168726892,overflowing
2003W,63,0.02082,0.00085,0.02087,0.0,0.01979,0.0,15.3819,0.253074,34.6349,0.254511,-9.0,0,0,0.10191,0.026378,0.048591,0.063835,15.6446,0.0395016,0.00991199,0.000360622,-0.000152692,-4.76766e-07,-7.56944e-06,146.706,16.0438,-999,-999,-9.0,14.6045,250,0.0411133,10.9327,0.635,52680.5,0.0601,35,155.363,4.19606e-17,0.0577,0.0896,-0.0977,0.002,1.0,0.017,2003W,10.9327,0.02082,34.6349,34.86771237267135,-0.2328123726713471,-0.0526656107813199,69.05466435540205,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,6.876221516361017,1.0,2.622255256998699,2.622255256998699,0.41867496474166666,2.280221962607565,0.00311033539584038,0.9968896646041596,0.5596999168726892,overflowing
2001br,57,0.0209,0.00087,0.02046,0.0002,0.0209,0.0002,15.5588,0.299007,34.8118,0.300223,-9.0,0,0,0.040127,0.043835,-1.49568,0.13731,15.9826,0.0498636,0.00726057,0.000333449,-0.00117706,5.82702e-06,-1.07032e-05,277.607,34.1036,-999,-999,-9.0,-127.602,250,0.0555375,7.0,-9.0,52052.8,0.2011,31,24.6867,0.78155,0.1104,0.0913,0.0266,0.005,1.0,0.021,2001BR,7.0,0.0209,34.8118,34.8761707318957,-0.0643707318956998,0.1157760299943273,63.9005638801513,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,0.0008028785567810385,1.0,0.028335114030914387,0.028335114030914387,-1.5476750352583335,0.02463922959209947,0.999999999994487,5.5130238426478665e-12,0.0,filling/absorbing
ASASSN-16lc,18,0.02096,0.00086,0.02001,9e-05,0.02033,9e-05,15.4426,0.214804,34.6956,0.216494,-9.0,0,0,-0.033095,0.031259,1.19177,0.229,15.2276,0.0447893,0.014554,0.000600388,0.000193148,-2.56514e-05,-1.4798e-05,292.252,-51.971,-999,-999,-9.0,-278.074,250,0.0430669,7.0,-9.0,57669.0,0.3011,27,22.3455,0.71962,0.0778,0.09,0.0107,0.003,1.0,0.008,ASASSN-16LC,7.0,0.02096,34.6956,34.88249359875267,-0.1868935987526683,-0.006746836862641,67.60973970285504,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,0.0008028785567810385,1.0,0.028335114030914387,0.028335114030914387,-1.5476750352583335,0.02463922959209947,0.999999999994487,5.5130238426478665e-12,0.0,filling/absorbing
AT2016eoa,150,0.02106,0.00085,0.01993,7e-05,0.02109,7e-05,15.4163,0.229102,34.6693,0.230687,-9.0,0,0,0.007093,0.040895,-1.57505,0.16289,15.6896,0.0581236,0.00950967,0.000509089,-0.000922845,-1.01808e-05,-1.57174e-05,5.3461,22.4354,-999,-999,-9.0,-331.623,250,0.0608809,10.2163,0.013,57615.7,0.1809,6,8.89598,0.17951,0.1002,0.0886,-0.0334,0.001,1.0,0.006,AT2016EOA,10.2163,0.02106,34.6693,34.89299219871998,-0.2236921987199807,-0.0435454368299534,68.76524329747141,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,1.3211430941317255,1.0,1.1494099828375157,1.1494099828375157,0.06047496474166652,0.9994869415978398,0.5008980816420998,0.4991019183579002,0.0,near-capacity/saturated
ASASSN-16lg,150,0.02116,0.00086,0.02093,0.00011,0.02117,0.00011,15.122,0.201286,34.375,0.203089,-9.0,0,0,-0.041446,0.03894,-1.33321,0.17568,15.2332,0.0605927,0.0144791,0.000808047,0.000281395,-2.27496e-05,-2.45006e-05,267.051,17.6256,-999,-999,-9.0,-66.5899,250,0.0675076,10.4449,0.001,57674.6,0.2204,6,8.95352,0.17621,0.0879,0.0892,-0.0098,0.0,1.0,0.003,ASASSN-16LG,10.4449,0.02116,34.375,34.903441814640125,-0.5284418146401251,-0.3482950527500978,79.12594450011929,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,2.2364019330208547,1.0,1.4954605632201758,1.4954605632201758,0.17477496474166662,1.3004004897566748,0.13720440326788363,0.8627955967321164,0.1993110752109357,overflowing
2004bw,57,0.02116,0.00087,0.02207,0.00015,0.0214,0.00015,15.5664,0.194561,34.8194,0.196425,-9.0,0,0,-0.082778,0.03238,-1.18794,0.065286,15.5818,0.0832894,0.0105019,0.000805628,-0.000391543,4.69267e-06,-2.16634e-05,225.945,-3.3046,-999,-999,-9.0,266.523,250,0.12097,7.0,-9.0,53163.1,0.0838,59,66.0688,0.24596,0.0585,0.0902,0.0437,0.003,1.0,0.006,2004BW,7.0,0.02116,34.8194,34.903441814640125,-0.0840418146401233,0.0961049472499038,64.48206055191945,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,0.0008028785567810385,1.0,0.028335114030914387,0.028335114030914387,-1.5476750352583335,0.02463922959209947,0.999999999994487,5.5130238426478665e-12,0.0,filling/absorbing
2008Z,57,0.02118,0.00085,0.02146,1e-05,0.02062,1e-05,15.865,0.309511,35.118,0.310686,-9.0,0,0,0.090209,0.027127,0.65572,0.11233,16.1389,0.0304023,0.00628694,0.000176044,-0.000127857,-2.91012e-06,-4.04494e-06,145.814,36.2844,-999,-999,-9.0,82.5593,250,0.00993478,7.0,-9.0,54515.5,0.0893,14,43.3518,7.525e-05,0.0647,0.0881,0.0393,0.005,1.0,0.032,2008Z,7.0,0.02118,35.118,34.90552590048127,0.2124740995187295,0.3926208614087567,56.251709367738975,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,0.0008028785567810385,1.0,0.028335114030914387,0.028335114030914387,-1.5476750352583335,0.02463922959209947,0.999999999994487,5.5130238426478665e-12,0.0,filling/absorbing
2008Z,65,0.02118,0.00085,0.02146,1e-05,0.02062,1e-05,15.9526,0.302902,35.2056,0.304103,-9.0,0,0,0.08346,0.027021,0.98431,0.094684,16.1576,0.0314327,0.00617988,0.000178911,2.19776e-05,-3.90563e-06,-4.39391e-06,145.814,36.2844,-999,-999,-9.0,82.5593,250,0.00993478,7.0,0.31,54515.5,0.0667,47,61.5211,0.0758347,0.0598,0.0881,0.0397,0.006,1.0,0.031,2008Z,7.0,0.02118,35.2056,34.90552590048127,0.3000740995187243,0.4802208614087515,54.02760602141742,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,0.0008028785567810385,1.0,0.028335114030914387,0.028335114030914387,-1.5476750352583335,0.02463922959209947,0.999999999994487,5.5130238426478665e-12,0.0,filling/absorbing
2007bc,57,0.02131,0.00085,0.02187,1e-05,0.02075,1e-05,15.5031,0.178554,34.7561,0.180584,-9.0,0,0,-0.020681,0.025188,-1.01193,0.061097,15.6076,0.0306279,0.0102555,0.000289302,-0.000233228,5.47159e-07,-6.10022e-06,169.811,20.809,-999,-999,-9.0,163.394,250,0.0186199,10.5792,-9.0,54200.1,0.0851,41,52.743,0.10341,0.0573,0.0875,-0.0332,0.001,1.0,0.004,2007BC,10.5792,0.02131,34.7561,34.91902540157064,-0.1629254015706323,0.0172213603193949,66.86758284978832,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,3.046841476332463,1.0,1.745520544436524,1.745520544436524,0.2419249647416665,1.5178439516839342,0.05112341528438935,0.9488765847156106,0.32372893125432883,overflowing
2007bc,5,0.02131,0.00085,0.02187,1e-05,0.02075,1e-05,15.4814,0.175108,34.7344,0.177177,-9.0,0,0,-0.035648,0.022048,-1.09301,0.033583,15.5641,0.0245243,0.0106747,0.000241117,-0.000156761,9.5585e-07,-4.12726e-06,169.811,20.809,-999,-999,-9.0,163.394,250,0.0186199,10.5792,0.05,54200.8,0.0654,47,30.3365,0.97174,0.0529,0.0875,-0.0207,0.001,1.0,0.004,2007BC,10.5792,0.02131,34.7344,34.91902540157064,-0.184625401570635,-0.0044786396806077,67.5391552658832,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,3.046841476332463,1.0,1.745520544436524,1.745520544436524,0.2419249647416665,1.5178439516839342,0.05112341528438935,0.9488765847156106,0.32372893125432883,overflowing
2007bc,64,0.02131,0.00085,0.02187,1e-05,0.02075,1e-05,15.4889,0.185801,34.7419,0.187753,-9.0,0,0,-0.020625,0.028723,-1.28476,0.08131,15.6361,0.0336493,0.00998951,0.000309596,-0.00015118,-9.14066e-07,-7.41529e-06,169.811,20.809,-999,-999,-9.0,163.394,250,0.0186199,10.5792,0.454,54200.3,0.1437,34,51.8505,0.0256261,0.0659,0.0875,-0.0309,0.001,1.0,0.004,2007BC,10.5792,0.02131,34.7419,34.91902540157064,-0.1771254015706347,0.0030213603193925,67.30628567076099,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,3.046841476332463,1.0,1.745520544436524,1.745520544436524,0.2419249647416665,1.5178439516839342,0.05112341528438935,0.9488765847156106,0.32372893125432883,overflowing
SN2016ajf,150,0.02134,0.00085,0.01978,3e-05,0.02032,3e-05,15.5097,0.338897,34.7627,0.339971,-9.0,0,0,0.20266,0.050455,-2.93112,0.17108,16.5392,0.10146,0.00434839,0.000406352,0.000214686,-9.97622e-06,-1.55142e-05,49.9771,41.565,-999,-999,-9.0,-460.506,250,0.14138,11.5,0.001,57442.2,0.2824,12,51.6405,7.17828e-07,0.1089,0.0874,-0.082,0.032,1.0,0.028,SN2016AJF,11.5,0.02134,34.7627,34.922129153019355,-0.159429153019353,0.0207176088706742,66.76000718704873,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,25.38924923936908,1.0,5.038774986228003,5.038774986228003,0.7023249647416664,4.381543466285221,3.225493127734236e-05,0.9999677450687227,0.7717450302278906,overflowing
2009dc,5,0.02137,0.00085,0.02179,1e-05,0.02146,1e-05,15.0938,0.19717,34.3468,0.19901,-9.0,0,0,0.001301,0.026296,2.23755,0.10956,14.767,0.0450769,0.022243,0.00092347,-0.000231237,6.72966e-07,-1.70596e-05,237.801,25.7078,-999,-999,-9.0,123.081,250,0.0601628,10.4214,0.05,54948.4,0.1407,36,116.264,2.20634e-10,0.0629,0.0873,-0.0531,0.004,1.0,0.006,2009DC,10.4214,0.02137,34.3468,34.92522861082269,-0.5784286108226908,-0.3982818489326636,80.96853217722004,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,2.1186043466285063,1.0,1.4555427477843417,1.4555427477843417,0.16302496474166656,1.2656893458994276,0.16120109394031357,0.8387989060596864,0.17607790838579288,overflowing
2018fop,18,0.02151,0.00086,0.02017,9e-05,0.02121,9e-05,15.3369,0.197339,34.5899,0.199177,-9.0,0,0,-0.076785,0.029991,0.64773,0.13589,15.0857,0.0508908,0.0165845,0.000777353,0.000130457,-1.21648e-05,-1.81842e-05,18.8255,-6.859,-999,-999,-9.0,-395.682,250,0.0589611,7.0,-9.0,58366.0,0.1885,24,27.5307,0.28033,0.0659,0.0877,0.0294,0.002,1.0,0.006,2018FOP,7.0,0.02151,34.5899,34.939636328137205,-0.3497363281372045,-0.1695895662471773,72.87487281000492,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,0.0008028785567810385,1.0,0.028335114030914387,0.028335114030914387,-1.5476750352583335,0.02463922959209947,0.999999999994487,5.5130238426478665e-12,0.0,filling/absorbing
ASASSN-15uv,150,0.02153,0.00085,0.02104,2e-05,0.02028,2e-05,15.3584,0.392396,34.6114,0.393324,-9.0,0,0,0.27395,0.032925,0.26468,0.12635,16.3538,0.0430154,0.00515808,0.000204356,-4.75392e-05,-1.08565e-06,-5.78567e-06,126.784,27.8116,-999,-999,-9.0,-143.28,250,0.0286457,9.45815,0.001,57392.5,0.1873,18,18.6205,0.41553,0.0717,0.0866,0.1349,0.015,1.0,0.05,ASASSN-15UV,9.45815,0.02153,34.6114,34.941687032377466,-0.3302870323774627,-0.1501402704874354,72.22506654110047,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,0.2305684388196389,1.0,0.4801754640307827,0.4801754640307827,-0.3186000352583337,0.417543881765898,0.9977922241124805,0.0022077758875195417,0.0,filling/absorbing
ASASSN-18da,18,0.0217,0.00086,0.02157,9e-05,0.022,9e-05,15.5179,0.193993,34.7709,0.195863,-9.0,0,0,-0.134271,0.029148,1.18661,0.13672,15.0666,0.0361032,0.0168802,0.000561303,-8.26784e-05,-2.06511e-05,-1.34806e-05,52.3194,-23.9786,-999,-999,-9.0,-38.785,250,0.0179516,7.0,-9.0,58178.1,0.1433,44,30.2612,0.94289,0.0703,0.087,0.0865,0.004,1.0,0.005,ASASSN-18DA,7.0,0.0217,34.7709,34.959042673911256,-0.1881426739112583,-0.0079959120212311,67.64864138965865,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,0.0008028785567810385,1.0,0.028335114030914387,0.028335114030914387,-1.5476750352583335,0.02463922959209947,0.999999999994487,5.5130238426478665e-12,0.0,filling/absorbing
2006et,64,0.02183,0.00086,0.0214,0.00015,0.0224,0.00015,15.5053,0.282159,34.7583,0.283448,-9.0,0,0,0.12001,0.028977,0.78862,0.14383,15.7073,0.0344991,0.00935598,0.000297285,-3.28274e-05,-7.64881e-06,-1.17646e-06,10.6909,-23.5584,-999,-999,-9.0,-126.054,250,0.0164841,10.1464,3.211,53994.5,0.2081,22,21.4338,0.49408,0.0955,0.0865,-0.1052,0.002,1.0,0.019,2006ET,10.1464,0.02183,34.7583,34.972224552985246,-0.2139245529852473,-0.0337777910952201,68.45662038206162,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,1.1247340911052297,1.0,1.0605348998165938,1.0605348998165938,0.025524964741666288,0.9222042607100817,0.6380521255873819,0.36194787441261816,0.0,near-capacity/saturated
2006et,5,0.02183,0.00086,0.0214,0.00015,0.0224,0.00015,15.5212,0.252205,34.7742,0.253646,-9.0,0,0,0.1084,0.021498,0.74714,0.033465,15.6977,0.0237242,0.00943873,0.000206243,-0.000199402,1.06333e-06,-3.55375e-06,10.6909,-23.5584,-999,-999,-9.0,-126.054,250,0.0164841,10.1464,0.1,53994.7,0.0382,58,64.9474,0.24752,0.0512,0.0865,-0.1008,0.002,1.0,0.018,2006ET,10.1464,0.02183,34.7742,34.972224552985246,-0.1980245529852453,-0.0178777910952181,67.95719658337728,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,1.1247340911052297,1.0,1.0605348998165938,1.0605348998165938,0.025524964741666288,0.9222042607100817,0.6380521255873819,0.36194787441261816,0.0,near-capacity/saturated
1999dg,57,0.02197,0.00086,0.02263,0.00014,0.02206,0.00014,15.6059,0.244964,34.8589,0.246447,-9.0,0,0,-0.101113,0.04616,-1.76017,0.16216,15.6634,0.0412709,0.00974172,0.000370301,-0.000887265,-1.34654e-06,-1.28575e-05,227.868,13.4849,-999,-999,-9.0,194.005,250,0.0338933,7.0,-9.0,51393.3,0.2471,16,12.9476,0.67658,0.121,0.0859,0.0581,0.003,1.0,0.006,1999DG,7.0,0.02197,34.8589,34.98633428133412,-0.1274342813341249,0.0527124805559023,65.78356423909088,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,0.0008028785567810385,1.0,0.028335114030914387,0.028335114030914387,-1.5476750352583335,0.02463922959209947,0.999999999994487,5.5130238426478665e-12,0.0,filling/absorbing
2001cp,57,0.02198,0.00085,0.02245,2e-05,0.02246,2e-05,15.7124,0.215286,34.9654,0.216973,-9.0,0,0,-0.045292,0.047423,1.00995,0.086629,15.4518,0.0926207,0.011838,0.00100987,-0.00077452,8.10422e-06,-3.47386e-05,257.761,5.8411,-999,-999,-9.0,136.814,250,0.13469,11.1055,-9.0,52089.0,0.0725,43,47.1685,0.30602,0.105,0.0849,-0.024,0.001,1.0,0.004,2001CP,11.1055,0.02198,34.9654,34.987338729826874,-0.0219387298268713,0.1582080320631558,62.66402547976501,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,10.236461537817839,1.0,3.1994473272611264,3.1994473272611264,0.505074964741666,2.782128110661849,0.0007745039484817751,0.9992254960515182,0.6400668030272025,overflowing
1995ak,61,0.02203,0.00085,0.02193,3e-05,0.02269,3e-05,15.4209,0.246309,34.6739,0.247785,-9.0,0,0,0.071673,0.03343,-1.0611,0.11929,15.776,0.0490502,0.00878236,0.000396759,0.00074719,-1.52697e-05,-9.49739e-06,41.4535,3.2306,-999,-999,-9.0,-29.0326,250,0.0325985,10.0066,0.05,50022.2,0.3853,31,54.6284,0.0054939,0.0776,0.0847,-0.0755,0.002,1.0,0.014,1995AK,10.0066,0.02203,34.6739,34.992354234850566,-0.318454234850563,-0.1383074729605357,71.83256774782392,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,0.8151731357949973,1.0,0.9028694635190396,0.9028694635190396,-0.04437503525833329,0.7851038813209041,0.8446936841232071,0.15530631587679283,0.0,near-capacity/saturated
2009na,66,0.02205,0.00085,0.02209,1e-05,0.02104,1e-05,15.4947,0.197256,34.7477,0.199095,-9.0,0,0,-0.057432,0.028782,-0.709364,0.10035,15.4975,0.0351827,0.0113497,0.000367781,2.91776e-05,-3.21341e-06,-8.6125e-06,161.756,26.5439,-999,-999,-9.0,10.3045,250,0.0276399,9.88571,0.141,55201.9,0.0918,31,37.9332,0.18257,0.0659,0.0846,0.0234,0.002,1.0,0.007,2009NA,9.88571,0.02205,34.7477,34.99435730032715,-0.2466573003271506,-0.0665105384371233,69.49635136064887,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,0.6171061278449135,1.0,0.7855610912238548,0.7855610912238548,-0.10482003525833378,0.6830966010642215,0.9351016445841978,0.0648983554158023,0.0,filling/absorbing
ASASSN-18iu,18,0.02207,0.00086,0.02202,9e-05,0.0223,9e-05,15.6317,0.184059,34.8847,0.186029,-9.0,0,0,-0.11455,0.023733,0.56141,0.073508,15.3055,0.0357551,0.0135453,0.000446067,-2.06514e-05,-6.85067e-06,-8.37719e-06,269.418,50.0386,-999,-999,-9.0,-15.5141,250,0.0361497,7.0,-9.0,58243.9,0.0668,84,80.9265,0.57474,0.053,0.0855,0.0585,0.002,1.0,0.005,ASASSN-18IU,7.0,0.02207,34.8847,34.99635857837204,-0.1116585783720367,0.0684881835179904,65.30737981018517,,5.0,4.0,150.0,,-10.0,8.7,nan,True,True,True,True,True,0.0008028785567810385,1.0,0.028335114030914387,0.028335114030914387,-1.5476750352583335,0.02463922959209947,0.999999999994487,5.5130238426478665e-12,0.0,filling/absorbing
