x_mpc,y_mpc,stellar_mass_proxy,basin,basin_pull,vx_flux_observed,vy_flux_observed,vx_mass_only,vy_mass_only,flow_speed,residual_speed
32.52482131721342,110.02788743457836,31198691132.541294,Shapley,0.0013906288699851123,10.504544726779155,0.07149531161740937,4.128997598009885e-05,-9.513147624528418e-05,10.50478802720393,10.50474738607988
103.27558825208962,40.659779141003554,26779843590.47843,Shapley,0.00950006235813184,7.570313618081051,6.585756989324913,-0.00035151328376268297,5.3005178936097606e-05,10.034034253407018,10.034264671517251
71.6782794637503,31.43576295915483,60868486326.54098,Shapley,0.009428553162614506,-1.5139590797985372,-12.29167221608203,0.00019310971505889687,0.00019960714983609373,12.38455804471469,12.384779762747915
-71.44613060244612,69.59969277230377,5747769474.942977,Great_Attractor,0.0006478117742622228,-7.228553960512083,3.4236002466527076,5.307410933668354e-05,-6.094392265484393e-05,7.998314260449848,7.998388313205991
-51.95676592308139,65.06714440017029,4182671998.4505324,Great_Attractor,0.0008284496057028852,11.579690539758724,16.868810738521585,5.3903779359487315e-05,-8.029720052324445e-05,20.46084086074272,20.460876554937258
97.12389580302809,-40.60208749625767,25561155592.91732,Shapley,0.0013077108805053248,2.3256420315210087,14.044670031769042,-7.904868498735206e-05,5.603826294929771e-05,14.235918205723458,14.235875834296312
-128.63102081295057,-63.17781555080316,31975595205.713963,Vela_Basin,0.0004432232028631309,34.50761181903343,14.458210961506264,6.174079856136756e-05,1.7276761148465608e-05,37.41410345926407,37.41403983837472
83.51938877951923,-16.21843867132263,179440597599.847,Shapley,0.0023820607308402,6.761902644117028,-13.38988706613289,-5.901943793334849e-05,0.00010154193685608095,15.000413428046231,15.0005306727337
77.23805147553202,-2.7957329994589344,37798591273.45201,Shapley,0.003451935069911483,3.3658533582650585,16.940942302091035,-2.659804730821984e-05,0.00014736922654072255,17.27207268720583,17.271933326575596
-8.336912260632602,-93.15207968978103,8067208213.820452,Vela_Basin,0.008095577502478095,23.358850413983294,25.289067944001054,0.0002989361548905885,0.0001690029955309226,34.42633948213416,34.42601250204197
-51.21156902697848,-15.253629288704147,45995292041.846306,Great_Attractor,0.008422637829570903,-0.7292456457383856,-4.478186244461651,0.0004679425863652962,0.00010470295212829746,4.537174368691812,4.537352943145814
-57.60934085379894,36.35404652923225,8307425083.893217,Great_Attractor,0.0017343191189707534,-17.875373929008784,7.595744083757288,9.739717147961903e-05,-0.00012859602791480765,19.422263546966423,19.42240347898787
-63.73390720992761,-94.71422870429528,4279310747.390597,Vela_Basin,0.0013989588401821878,-10.094769096605676,-12.582709663353642,9.893374785353407e-05,6.252050745923089e-05,16.131613235694626,16.13172391225446
-14.280160470511888,-94.1101491046717,297917075360.0023,Vela_Basin,0.006337701431067666,-8.662371372366575,-7.084977644250244,0.0002626728314277361,0.00014570779132081946,11.19078129588465,11.191076870197444
1.1825473290678588,-84.83243274654933,27965424800.03707,Vela_Basin,0.012530150640787491,-0.008201585969927962,-7.704704804731845,0.0003331205023992831,6.51863523061078e-05,7.704709169986263,7.704774718103407
13.909311539368048,-56.33383460685447,41853114765.2625,Vela_Basin,0.006869493577144322,2.760809152185839,-0.8451074540029566,-2.057887702439601e-05,-0.00020248950501849963,2.8872606019555027,2.887221017337243
128.8300736929421,120.044411468655,35776480414.66704,Shapley,0.0012954705589141126,5.660841994857351,19.807661155900732,-5.043007239041291e-05,-8.067193630668849e-05,20.600693497009253,20.600784921086667
76.09209899557581,-123.29426392518,130447135953.44875,Vela_Basin,0.0016641570943165282,-9.858084477142716,8.108040129847831,-8.259510818622737e-05,7.956255669347727e-05,12.764095906318826,12.763981575783646
31.766599654702304,-82.22782924689768,26782303821.149708,Vela_Basin,0.011112347169704521,16.03352842982636,6.879738925549851,-0.00035820504713744955,1.7107436742838994e-06,17.447201540469923,17.447530047681937
127.12963839729008,-87.08756176192784,70463484332.90016,Vela_Basin,0.0007306088140828986,16.925199587926098,9.157035223623625,-5.986439770266551e-05,3.7495492357309714e-05,19.243535932302503,19.24357074249676
-74.01973845874427,-6.669513460060799,6882120421.198227,Great_Attractor,0.0027858045285055837,18.05563003408586,19.225397968989952,0.0002352106135349441,-3.195886447525556e-05,26.374641286543145,26.374503562006847
-88.34487119696041,-126.08107758209167,4715497883.413921,Vela_Basin,0.0007424394016880045,-26.568750319227895,-16.578941912213494,5.4490187199250914e-05,4.327240249955024e-05,31.317084929061032,31.31715406534437
29.260297110988006,-10.874962658983293,87488436350.70764,Shapley,0.0015400134134228491,4.044653583385286,5.489077118452948,-3.332307285751981e-05,-1.2827529621548655e-05,6.8182981910382265,6.818328285317515
-118.57507793004032,-87.64016302249004,91978616596.26544,Vela_Basin,0.0005215662514861239,-12.263241936762785,19.10674556005859,5.8369398340814635e-05,2.6002369798284723e-05,22.703630297738645,22.703639942865088
